ward_id,ward_name_readme,udise2021_22_school_count,udise2021_22_student_count,udise2021_22_teacher_count,udise2021_22_classroom_count,udise2021_22_electricity_share,udise2021_22_library_share,udise2021_22_playground_share,udise2021_22_medical_checkup_share,udise2021_22_ramp_share,udise2021_22_internet_share,udise2021_22_computer_desktop_share,udise2021_22_boundary_wall_share,udise2021_22_government_school_share,udise2021_22_student_teacher_ratio,udise2021_22_data_available,udise2023_24_school_count,udise2023_24_student_count,udise2023_24_teacher_count,udise2023_24_classroom_count,udise2023_24_electricity_share,udise2023_24_drinking_water_share,udise2023_24_library_share,udise2023_24_playground_share,udise2023_24_medical_checkup_share,udise2023_24_ramp_share,udise2023_24_internet_share,udise2023_24_computer_desktop_share,udise2023_24_ict_lab_share,udise2023_24_boundary_wall_share,udise2023_24_government_school_share,udise2023_24_student_teacher_ratio,udise2023_24_data_available,udise2021_22_school_count_missing,udise2021_22_student_count_missing,udise2021_22_teacher_count_missing,udise2021_22_classroom_count_missing,udise2021_22_electricity_share_missing,udise2021_22_library_share_missing,udise2021_22_playground_share_missing,udise2021_22_medical_checkup_share_missing,udise2021_22_ramp_share_missing,udise2021_22_internet_share_missing,udise2021_22_computer_desktop_share_missing,udise2021_22_boundary_wall_share_missing,udise2021_22_government_school_share_missing,udise2021_22_student_teacher_ratio_missing,udise2023_24_school_count_missing,udise2023_24_student_count_missing,udise2023_24_teacher_count_missing,udise2023_24_classroom_count_missing,udise2023_24_electricity_share_missing,udise2023_24_drinking_water_share_missing,udise2023_24_library_share_missing,udise2023_24_playground_share_missing,udise2023_24_medical_checkup_share_missing,udise2023_24_ramp_share_missing,udise2023_24_internet_share_missing,udise2023_24_computer_desktop_share_missing,udise2023_24_ict_lab_share_missing,udise2023_24_boundary_wall_share_missing,udise2023_24_government_school_share_missing,udise2023_24_student_teacher_ratio_missing,udise_2021_2023_school_count_change,udise_2021_2023_school_count_pct_change,udise_2021_2023_student_count_change,udise_2021_2023_student_count_pct_change,udise_2021_2023_teacher_count_change,udise_2021_2023_teacher_count_pct_change,udise_2021_2023_classroom_count_change,udise_2021_2023_classroom_count_pct_change,udise_2021_2023_student_teacher_ratio_change,udise_2021_2023_student_teacher_ratio_pct_change,udise_2021_2023_internet_share_change,udise_2021_2023_internet_share_pct_change,udise_2021_2023_library_share_change,udise_2021_2023_library_share_pct_change,udise_2021_2023_playground_share_change,udise_2021_2023_playground_share_pct_change,udise_2021_2023_government_school_share_change,udise_2021_2023_government_school_share_pct_change,data_coverage_score,worldpop_status,geometry_status,worldpop_population_2015,worldpop_population_2018,worldpop_abs_growth_2015_2018,worldpop_pct_growth_2015_2018,worldpop_annualized_growth_2015_2018_pct,worldpop_data_status,worldpop_geometry_coverage_n,worldpop_geometry_coverage_total,census2011_population_verified,census2011_TOT_M,census2011_TOT_F,census2011_No_HH,census2011_P_06,census2011_P_SC,census2011_P_ST,census2011_P_LIT,census2011_P_ILL,census2011_TOT_WORK_P,census2011_MAINWORK_P,census2011_MARGWORK_P,census2011_NON_WORK_P,census2011_literacy_rate,census2011_work_participation_rate,census2011_non_worker_rate,census2011_sc_share,census2011_st_share,census2011_female_share,census2011_child_share,census2011_main_worker_share,census2011_marginal_worker_share,census2011_source_district,census2011_source_rows,census2011_sc_st_share,census2011_literacy_risk
80,Kachiguda,35.0,11889.0,383.0,391.0,1.0,1.0857142857142856,1.3142857142857145,1.5142857142857142,1.4285714285714286,1.2,5.342857142857143,1.0285714285714285,0.2,31.04177545691906,1,34.0,17048.0,394.0,405.0,1.0294117647058822,1.9705882352941173,1.1176470588235294,1.3235294117647058,1.0588235294117647,1.5294117647058822,1.1176470588235294,7.029411764705882,6.911764705882353,1.0,0.2058823529411764,43.26903553299493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.857142857142857,5159.0,43.39305240137943,11.0,2.8720626631853787,14.0,3.580562659846547,12.227260076075869,39.38969307037647,-0.0823529411764705,-6.862745098039211,0.0319327731092438,2.9411764705882457,0.0092436974789913,0.7033248081841238,0.0058823529411763,2.9411764705881973,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,28327.2,29032.04,704.8400000000001,2.488209212347144,0.8226175194515406,observed_raster_aggregation,1,145,40354,20406,19948,8921,3703,2268,336,33136,7218,16205,11694,4511,24149,0.9040953862104716,0.4015710958021509,0.598428904197849,0.0562026069286811,0.0083263121375823,0.4943252217871834,0.0917628983496059,0.2897853992169302,0.1117856965852207,536,1,0.0645289190662634,0.09590461378952841
81,Nallakunta,21.0,2657.0,165.0,172.0,1.0,1.1428571428571428,1.6666666666666667,1.4285714285714286,1.1904761904761905,1.5238095238095235,1.619047619047619,1.4285714285714286,0.238095238095238,16.1030303030303,1,19.0,3553.0,134.0,169.0,1.0,1.8421052631578947,1.0526315789473684,1.7894736842105263,1.1578947368421053,1.4736842105263157,1.263157894736842,4.947368421052632,8.631578947368421,1.4736842105263157,0.2631578947368421,26.51492537313433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-9.523809523809524,896.0,33.72224313135115,-31.0,-18.787878787878785,-3.0,-1.744186046511628,10.411895070104029,64.65798594532046,-0.2606516290726814,-17.105263157894722,-0.0902255639097744,-7.894736842105263,0.1228070175438595,7.368421052631575,0.025062656641604,10.526315789473722,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,22493.83,23055.87,562.0399999999972,2.4986407383713543,0.826038069274837,observed_raster_aggregation,1,145,30388,15225,15163,6911,2692,2206,157,25098,5290,12985,10242,2743,17403,0.9061958405545928,0.42730683164407,0.57269316835593,0.0725944451757272,0.0051665130972752,0.4989798604712386,0.0885876003685665,0.3370409372120574,0.0902658944320126,536,1,0.0777609582730024,0.09380415944540721
82,Golnaka,31.0,7468.0,329.0,319.0,1.0,1.1935483870967742,1.2580645161290325,1.2903225806451613,1.2903225806451613,1.4193548387096775,1.1612903225806452,1.7096774193548387,0.2580645161290322,22.699088145896656,1,31.0,12893.0,302.0,361.0,1.0,1.2580645161290325,1.1935483870967742,1.3870967741935485,1.2258064516129032,1.6774193548387095,1.3870967741935485,4.709677419354839,8.290322580645162,1.3870967741935485,0.2580645161290322,42.69205298013245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5425.0,72.64327798607391,-27.0,-8.206686930091186,42.0,13.166144200626958,19.9929648342358,88.07827303780901,-0.032258064516129,-2.2727272727272707,0.0,0.0,0.129032258064516,10.256410256410245,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,26290.43,26918.74,628.3100000000013,2.3898810327560307,0.7903638041409033,observed_raster_aggregation,1,145,37320,19029,18291,8213,3896,2618,133,28434,8886,13203,10499,2704,24117,0.8507060794638583,0.3537781350482315,0.6462218649517685,0.070150053590568,0.0035637727759914,0.490112540192926,0.1043944265809217,0.2813236870310825,0.0724544480171489,536,1,0.0737138263665594,0.14929392053614166
83,Amberpet,41.0,12531.0,469.0,422.0,1.0,1.195121951219512,1.5853658536585369,1.2195121951219512,1.2439024390243902,1.6097560975609757,1.5365853658536586,1.5365853658536586,0.3658536585365853,26.718550106609808,1,42.0,25119.0,486.0,546.0,1.0238095238095235,1.5714285714285714,1.0714285714285714,1.5952380952380951,1.2142857142857142,1.4523809523809523,1.3333333333333333,7.190476190476191,8.071428571428571,1.5714285714285714,0.3571428571428571,51.68518518518518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.4390243902439024,12588.0,100.45487191764424,17.0,3.624733475479744,124.0,29.383886255924168,24.966635078575376,93.4430759863686,-0.2764227642276424,-17.171717171717184,-0.1236933797909405,-10.349854227405231,0.0098722415795582,0.6227106227105965,-0.0087108013937282,-2.380952380952377,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,23086.83,23647.03,560.1999999999971,2.4264916404720656,0.8023752669975792,observed_raster_aggregation,1,145,26762,13407,13355,6110,3254,1553,285,19044,7718,9869,8165,1704,16893,0.8101071975497703,0.3687691502877214,0.6312308497122786,0.0580300425977131,0.0106494282938494,0.4990284732082804,0.1215903146252148,0.3050967790150213,0.0636723712727001,536,1,0.0686794708915625,0.18989280245022966
84,Bagh Amberpet,29.0,8649.0,381.0,325.0,1.0,1.2413793103448276,1.4482758620689655,1.206896551724138,1.3793103448275863,1.3793103448275863,3.931034482758621,1.4827586206896552,0.1724137931034483,22.700787401574804,1,30.0,12327.0,371.0,411.0,1.0,1.0333333333333334,1.1333333333333333,1.4333333333333331,1.0666666666666669,1.4,1.2,5.633333333333334,8.233333333333333,1.2666666666666666,0.1666666666666666,33.22641509433962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.4482758620689653,3678.0,42.52514741588623,-10.0,-2.6246719160104988,86.0,26.461538461538463,10.525627692764818,46.36679559421199,-0.1793103448275863,-13.000000000000009,-0.1080459770114943,-8.70370370370371,-0.0149425287356323,-1.0317460317460467,-0.0057471264367816,-3.333333333333377,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,22150.34,22716.47,566.130000000001,2.555852415809424,0.8447939402602245,observed_raster_aggregation,1,145,41720,21375,20345,9426,5589,2483,580,29267,12453,13520,10699,2821,28200,0.8100246325869752,0.324065196548418,0.675934803451582,0.059515819750719,0.0139022051773729,0.4876558005752636,0.1339645254074784,0.2564477468839884,0.0676174496644295,536,1,0.0734180249280919,0.1899753674130248
85,Adikmet,47.0,11080.0,550.0,507.0,1.0,1.0212765957446808,1.3404255319148937,1.127659574468085,1.4893617021276595,1.3829787234042554,4.1063829787234045,1.1063829787234043,0.1489361702127659,20.145454545454545,1,44.0,16156.0,506.0,520.0,1.0,1.3863636363636365,1.0227272727272727,1.3863636363636365,1.0909090909090908,1.25,1.2045454545454546,7.227272727272727,7.522727272727272,1.1363636363636365,0.1590909090909091,31.92885375494071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,-6.382978723404255,5076.0,45.81227436823105,-44.0,-8.0,13.0,2.564102564102564,11.783399209486166,58.49160257416418,-0.1784332688588008,-12.902097902097903,0.0014506769825919,0.1420454545454604,0.0459381044487428,3.4271284271284315,0.0101547388781431,6.818181818181861,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,17390.57,17831.66,441.09000000000015,2.536374598417419,0.838409253932304,observed_raster_aggregation,1,145,24826,12566,12260,5764,2771,1905,635,18961,5865,9407,7753,1654,15419,0.8597143504874178,0.3789172641585435,0.6210827358414566,0.0767340691210827,0.0255780230403609,0.4938371062595665,0.1116168532989607,0.3122935631998711,0.0666237009586723,536,1,0.1023120921614436,0.14028564951258216
86,Musheerabad,56.0,13469.0,598.0,595.0,1.0178571428571428,1.0535714285714286,1.4107142857142858,1.2142857142857142,1.4285714285714286,1.4285714285714286,2.9107142857142856,1.0892857142857142,0.125,22.52341137123745,1,55.0,27009.0,640.0,669.0,1.0545454545454545,1.4363636363636365,1.1636363636363636,1.4727272727272729,1.2727272727272727,1.2,1.2,5.418181818181818,7.6,1.181818181818182,0.1272727272727272,42.2015625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.7857142857142856,13540.0,100.52713638725965,42.0,7.023411371237458,74.0,12.436974789915968,19.67815112876255,87.3675430618458,-0.2285714285714286,-16.000000000000007,0.1100649350649349,10.446841294298912,0.062012987012987,4.395857307249716,0.0022727272727272,1.8181818181817635,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,13316.49,13660.61,344.1200000000008,2.584164445736082,0.854072975584308,observed_raster_aggregation,1,145,27719,13980,13739,6802,2426,1471,233,22264,5455,12134,8506,3628,15585,0.8802435456450401,0.4377502795916158,0.5622497204083842,0.0530682925069447,0.0084057866445398,0.4956528013276092,0.087521194848299,0.3068653270319997,0.1308849525596161,536,1,0.0614740791514845,0.11975645435495985
87,Ramnagar,34.0,10712.0,479.0,479.0,1.0,1.0588235294117647,1.6176470588235294,1.088235294117647,1.4411764705882353,1.2647058823529411,3.852941176470588,1.588235294117647,0.1470588235294117,22.363256784968684,1,34.0,16547.0,495.0,511.0,1.0,1.2352941176470589,1.0588235294117647,1.7058823529411764,1.088235294117647,1.088235294117647,1.1764705882352942,9.470588235294118,8.147058823529411,1.1176470588235294,0.1470588235294117,33.428282828282825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5835.0,54.47162061239731,16.0,3.340292275574112,32.0,6.6805845511482245,11.06502604331414,49.47859853199658,-0.0882352941176469,-6.9767441860465045,0.0,0.0,0.0882352941176469,5.454545454545449,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,26564.02,27240.18,676.1599999999999,2.5453978727617272,0.8413671178955751,observed_raster_aggregation,1,145,32531,16412,16119,8066,2798,2829,146,26976,5555,13175,10750,2425,19356,0.90727474523257,0.4049983093049706,0.5950016906950294,0.0869632043281792,0.0044880268052011,0.4954966032399864,0.0860102671298146,0.3304540284651563,0.0745442808398143,536,1,0.0914512311333803,0.09272525476742999
88,Bholakpur,11.0,6640.0,313.0,251.0,1.0,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.181818181818182,1.181818181818182,4.909090909090909,1.0,0.1818181818181818,21.21405750798722,1,11.0,19474.0,265.0,255.0,1.0,1.0,1.0909090909090908,1.0909090909090908,1.2727272727272727,1.0,1.181818181818182,7.818181818181818,8.272727272727273,1.0,0.1818181818181818,73.48679245283019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12834.0,193.2831325301205,-48.0,-15.335463258785945,4.0,1.593625498007968,52.272734944842966,246.4061150261423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,16308.89,16725.58,416.6900000000023,2.554986881388018,0.8445102415605366,observed_raster_aggregation,1,145,36526,18482,18044,9009,3163,4266,615,29288,7238,15799,11879,3920,20727,0.8778587057518809,0.4325412035262552,0.5674587964737448,0.1167935169468323,0.016837321360127,0.4940042709302962,0.0865958495318403,0.3252203909543886,0.1073208125718666,536,1,0.1336308383069593,0.12214129424811915
89,Gandhinagar,12.0,1925.0,134.0,131.0,1.0,1.0,1.3333333333333333,1.0,1.25,1.4166666666666667,2.333333333333333,1.0,0.0833333333333333,14.365671641791044,1,13.0,3548.0,150.0,147.0,1.0,1.6153846153846154,1.0769230769230769,1.4615384615384617,1.3076923076923077,1.3076923076923077,1.3846153846153846,5.153846153846154,9.0,1.0,0.0769230769230769,23.65333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.333333333333332,1623.0,84.31168831168831,16.0,11.940298507462686,16.0,12.213740458015266,9.287661691542285,64.65177489177488,-0.0320512820512821,-2.2624434389140347,0.0769230769230768,7.692307692307687,0.1282051282051284,9.615384615384633,-0.0064102564102564,-7.692307692307684,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,24762.28,25379.16,616.880000000001,2.49120840245729,0.8236009927377719,observed_raster_aggregation,1,145,34664,17535,17129,8513,3479,2658,156,27695,6969,14073,11030,3043,20591,0.8880872214205547,0.4059831525501962,0.5940168474498039,0.0766789753057927,0.0045003461804754,0.4941437802907916,0.1003634894991922,0.3181975536579737,0.0877855988922224,536,1,0.0811793214862681,0.11191277857944526
90,Kavadiguda,36.0,8917.0,478.0,367.0,1.0277777777777777,1.0,1.4722222222222223,1.2777777777777777,1.3888888888888888,1.4166666666666667,3.9444444444444446,1.1388888888888888,0.1944444444444444,18.65481171548117,1,35.0,13424.0,418.0,488.0,1.0,1.457142857142857,1.0285714285714285,1.6285714285714286,1.0571428571428572,1.3714285714285714,1.2285714285714286,6.2,8.371428571428572,1.0,0.2,32.11483253588517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.7777777777777777,4507.0,50.54390490075137,-60.0,-12.552301255230123,121.0,32.9700272479564,13.460020820404,72.15307785301238,-0.1880952380952381,-13.277310924369749,0.0285714285714284,2.857142857142847,0.1563492063492062,10.619946091644197,0.0055555555555556,2.8571428571428905,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,27494.37,28134.8,640.4300000000003,2.3293132375828227,0.7704860123087798,observed_raster_aggregation,1,145,34899,17690,17209,8218,3885,4386,122,27164,7735,13314,11044,2270,21585,0.8758625137034888,0.3815009026046592,0.6184990973953408,0.1256769534943694,0.003495802171982,0.4931086850626092,0.1113212412963122,0.3164560589128628,0.0650448436917963,536,1,0.1291727556663514,0.12413748629651122
91,Khairatabad,49.0,11338.0,535.0,504.0,1.0,1.020408163265306,1.4285714285714286,1.2244897959183674,1.3877551020408163,1.2448979591836735,0.4489795918367347,1.0816326530612246,0.2244897959183673,21.192523364485982,1,51.0,22900.0,614.0,597.0,1.0,1.7843137254901962,1.03921568627451,1.4509803921568627,1.2549019607843137,1.588235294117647,1.0980392156862746,9.529411764705882,7.352941176470588,1.0784313725490196,0.2156862745098039,37.29641693811075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.081632653061225,11562.0,101.97565708237784,79.0,14.766355140186915,93.0,18.45238095238096,16.10389357362477,75.98856113855399,-0.1468587434973989,-11.796849887495975,0.0188075230092041,1.8431372549020104,0.022408963585434,1.5686274509803866,-0.0088035214085633,-3.921568627450964,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,61408.26,62823.73,1415.4700000000012,2.3050156444751915,0.762509561874114,observed_raster_aggregation,1,145,28426,14584,13842,6284,3448,1148,481,21168,7258,10441,8184,2257,17985,0.8474657698774922,0.3673045803137972,0.6326954196862028,0.0403855625131921,0.0169211285442904,0.4869485682122001,0.121297403785267,0.2879054386828959,0.0793991416309012,536,1,0.0573066910574825,0.15253423012250777
92,Venkateshwara Colony,27.0,11654.0,627.0,504.0,1.037037037037037,1.0,1.2592592592592593,1.2222222222222223,1.1851851851851851,1.1111111111111112,13.444444444444445,1.0,0.1851851851851851,18.586921850079744,1,28.0,22213.0,615.0,532.0,1.0,1.2857142857142858,1.0,1.4285714285714286,1.2142857142857142,1.1785714285714286,1.1071428571428572,14.642857142857142,8.714285714285714,1.0,0.1785714285714285,36.11869918699187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.7037037037037033,10559.0,90.60408443452891,-12.0,-1.9138755980861244,28.0,5.555555555555555,17.531777336912125,94.32318852105632,-0.0039682539682539,-0.3571428571428559,0.0,0.0,0.1693121693121693,13.445378151260504,-0.0066137566137565,-3.571428571428566,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,52037.27,53256.73,1219.4600000000064,2.343435772091823,0.7751215989813431,observed_raster_aggregation,1,145,31697,16384,15313,7007,4188,2295,145,21993,9704,10563,8432,2131,21134,0.7994838053000836,0.333249203394643,0.666750796605357,0.0724043284853456,0.0045745654162854,0.4831056566867527,0.1321260687131274,0.2660188661387513,0.0672303372558917,536,1,0.076978893901631,0.20051619469991644
93,Banjara Hills,16.0,3964.0,134.0,166.0,1.0,1.125,1.375,1.1875,1.8125,1.375,4.375,1.9375,0.25,29.58208955223881,1,18.0,8918.0,139.0,212.0,1.0,1.5,1.1111111111111112,1.5,1.3888888888888888,1.7777777777777777,1.2222222222222223,4.777777777777778,8.555555555555555,1.2222222222222223,0.2222222222222222,64.15827338129496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,12.5,4954.0,124.97477295660948,5.0,3.731343283582089,46.0,27.710843373493976,34.57618382905615,116.88215522435728,-0.1527777777777776,-11.111111111111104,-0.0138888888888888,-1.2345679012345634,0.125,9.090909090909092,-0.0277777777777777,-11.111111111111116,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,51209.49,52473.57,1264.0800000000015,2.4684487191729536,0.816137318076593,observed_raster_aggregation,1,145,26593,13166,13427,6569,2504,2440,199,21368,5225,11595,8448,3147,14998,0.8870438789488978,0.4360169969540857,0.5639830030459143,0.0917534689579964,0.0074831722633775,0.504907306434024,0.0941601173241078,0.3176775843267025,0.1183394126273831,536,1,0.09923664122137389,0.1129561210511022
94,Shaikpet,36.0,12913.0,495.0,528.0,1.0,1.0555555555555556,1.1944444444444444,1.3611111111111112,1.4444444444444444,1.1388888888888888,7.111111111111111,1.2777777777777777,0.0555555555555555,26.086868686868687,1,46.0,32520.0,695.0,682.0,1.0,1.6956521739130437,1.1304347826086956,1.3695652173913044,1.173913043478261,1.565217391304348,1.0217391304347827,8.804347826086957,8.5,1.173913043478261,0.0434782608695652,46.79136690647482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,27.77777777777778,19607.0,151.8392317819252,200.0,40.4040404040404,154.0,29.166666666666668,20.704498219606133,79.36751040583161,-0.1171497584541061,-10.28632025450688,0.0748792270531399,7.093821510297473,0.17512077294686,14.661274014155724,-0.0120772946859902,-21.739130434782552,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,60997.19,62515.85,1518.6599999999962,2.489721247814852,0.8231133378652444,observed_raster_aggregation,1,145,28887,14539,14348,7072,3096,4136,300,20933,7954,11115,9021,2094,17772,0.81163971928192,0.3847751583757399,0.61522484162426,0.1431785924464292,0.0103852944230968,0.4966940146086475,0.1071762384463599,0.3122858033025236,0.0724893550732163,536,1,0.153563886869526,0.18836028071807998
95,Jubilee Hills,41.0,17574.0,884.0,699.0,1.0,1.024390243902439,1.3658536585365857,1.4146341463414631,1.4390243902439024,1.2926829268292683,7.219512195121951,1.3414634146341464,0.3414634146341463,19.880090497737555,1,47.0,25760.0,884.0,748.0,1.0,1.5106382978723405,1.0212765957446808,1.4680851063829787,1.148936170212766,1.446808510638298,1.2127659574468086,14.02127659574468,8.23404255319149,1.2127659574468086,0.2978723404255319,29.14027149321267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,14.634146341463412,8186.0,46.5801752589052,0.0,0.0,49.0,7.0100143061516444,9.260180995475114,46.58017525890521,-0.0799169693824597,-6.1822561220393375,-0.0031136481577582,-0.3039513677811649,0.102231447846393,7.484802431610918,-0.0435910742086144,-12.765957446808509,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,111233.83,113973.09,2739.2599999999948,2.4626141165866486,0.8142237753624215,observed_raster_aggregation,1,145,32690,16413,16277,7948,3022,3665,343,25339,7351,14239,10247,3992,18451,0.8540852096534988,0.4355766289385133,0.5644233710614867,0.1121137962679718,0.010492505353319,0.4979198531661058,0.0924441725298256,0.3134597736310798,0.1221168553074334,536,1,0.1226063016212908,0.14591479034650123
96,Yousufguda,45.0,17741.0,757.0,632.0,1.0,1.1111111111111112,1.511111111111111,1.2,1.2666666666666666,1.2666666666666666,3.688888888888889,1.1111111111111112,0.1111111111111111,23.43593130779392,1,45.0,27603.0,787.0,758.0,1.0,1.3555555555555556,1.0444444444444445,1.6,1.4666666666666666,1.3555555555555556,1.1111111111111112,9.022222222222222,8.644444444444444,1.2222222222222223,0.1111111111111111,35.07369758576874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,9862.0,55.58874922495913,30.0,3.963011889035667,126.0,19.93670886075949,11.637766277974825,49.657793091860334,-0.1555555555555554,-12.280701754385955,-0.0666666666666666,-5.999999999999998,0.088888888888889,5.88235294117648,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,23846.49,24433.2,586.7099999999991,2.460362091024713,0.8134851714196811,observed_raster_aggregation,1,145,28768,14846,13922,6237,3523,1711,349,20371,8397,11292,8288,3004,17476,0.8069320657555952,0.3925194660734149,0.6074805339265851,0.0594758064516129,0.0121315350389321,0.483940489432703,0.1224624582869855,0.2880978865406006,0.1044215795328142,536,1,0.071607341490545,0.19306793424440483
